"","ensembl_gene_id","entrezgene_id","external_gene_name","gene_biotype","chromosome_name","start_position","end_position","strand","description"
"3096","ENSMUSG00000036123",105243,"Slc9a3","protein_coding","13",74269576,74317561,1,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 [Source:MGI Symbol;Acc:MGI:105064]"
"3097","ENSMUSG00000051375",75599,"Pcdh1","protein_coding","18",38318967,38345106,-1,"protocadherin 1 [Source:MGI Symbol;Acc:MGI:104692]"
"3098","ENSMUSG00000073380",76920,"Arrdc5","protein_coding","17",56601111,56607286,-1,"arrestin domain containing 5 [Source:MGI Symbol;Acc:MGI:1924170]"
"3099","ENSMUSG00000028116",59006,"Myoz2","protein_coding","3",122799855,122828664,-1,"myozenin 2 [Source:MGI Symbol;Acc:MGI:1913063]"
"3100","ENSMUSG00000037321",21354,"Tap1","protein_coding","17",34406527,34416199,1,"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP) [Source:MGI Symbol;Acc:MGI:98483]"
"3101","ENSMUSG00000021743",54713,"Fezf2","protein_coding","14",10121574,10127669,1,"Fez family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1859823]"
"3102","ENSMUSG00000070044",212326,"Fam149a","protein_coding","8",45789754,45835328,-1,"family with sequence similarity 149, member A [Source:MGI Symbol;Acc:MGI:2387177]"
"3103","ENSMUSG00000018259",13529,"Prl8a2","protein_coding","13",27529656,27538199,1,"prolactin family 8, subfamily a, member 2 [Source:MGI Symbol;Acc:MGI:894281]"
"3104","ENSMUSG00000038766",213054,"Gabpb2","protein_coding","3",95089077,95125227,-1,"GA repeat binding protein, beta 2 [Source:MGI Symbol;Acc:MGI:95612]"
"3105","ENSMUSG00000038916",67412,"Soga3","protein_coding","10",29019835,29075626,1,"SOGA family member 3 [Source:MGI Symbol;Acc:MGI:1914662]"
"3106","ENSMUSG00000021918",23955,"Nek4","protein_coding","14",30673334,30710778,1,"NIMA (never in mitosis gene a)-related expressed kinase 4 [Source:MGI Symbol;Acc:MGI:1344404]"
"3107","ENSMUSG00000104158",226720,"Becn2","protein_coding","1",175747895,175749791,1,"beclin 2 [Source:NCBI gene (formerly Entrezgene);Acc:226720]"
"3108","ENSMUSG00000024442",66839,"Dele1","protein_coding","18",38383308,38398514,1,"DAP3 binding cell death enhancer 1 [Source:MGI Symbol;Acc:MGI:1914089]"
"3109","ENSMUSG00000033713",71375,"Foxn3","protein_coding","12",99156337,99529841,-1,"forkhead box N3 [Source:MGI Symbol;Acc:MGI:1918625]"
"3110","ENSMUSG00000031309",110651,"Rps6ka3","protein_coding","X",157993303,158151240,1,"ribosomal protein S6 kinase polypeptide 3 [Source:MGI Symbol;Acc:MGI:104557]"
"3111","ENSMUSG00000057363",67883,"Uxs1","protein_coding","1",43786126,43866960,-1,"UDP-glucuronate decarboxylase 1 [Source:MGI Symbol;Acc:MGI:1915133]"
"3112","ENSMUSG00000069258",66392,"Prl2b1","protein_coding","13",27567322,27574829,-1,"prolactin family 2, subfamily b, member 1 [Source:MGI Symbol;Acc:MGI:1861444]"
"3113","ENSMUSG00000110723",NA,"Gm49353","protein_coding","10",29074950,29097936,1,"predicted gene, 49353 [Source:MGI Symbol;Acc:MGI:6121556]"
"3114","ENSMUSG00000034152",211446,"Exoc3","protein_coding","13",74317607,74356851,-1,"exocyst complex component 3 [Source:MGI Symbol;Acc:MGI:2443972]"
"3115","ENSMUSG00000036955",72320,"Kifbp","protein_coding","10",62374405,62414236,-1,"kinesin family binding protein [Source:MGI Symbol;Acc:MGI:1919570]"
"3116","ENSMUSG00000024831",20589,"Ighmbp2","protein_coding","19",3309076,3333017,-1,"immunoglobulin mu binding protein 2 [Source:MGI Symbol;Acc:MGI:99954]"
"3117","ENSMUSG00000053192",56772,"Mllt11","protein_coding","3",95126446,95139482,-1,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11 [Source:MGI Symbol;Acc:MGI:1929671]"
"3118","ENSMUSG00000042029",76044,"Ncapg2","protein_coding","12",116369022,116427351,1,"non-SMC condensin II complex, subunit G2 [Source:MGI Symbol;Acc:MGI:1923294]"
"3119","ENSMUSG00000050315",118449,"Synpo2","protein_coding","3",122870168,123029798,-1,"synaptopodin 2 [Source:MGI Symbol;Acc:MGI:2153070]"
"3120","ENSMUSG00000024440",53601,"Pcdh12","protein_coding","18",38400142,38417455,-1,"protocadherin 12 [Source:MGI Symbol;Acc:MGI:1855700]"
"3121","ENSMUSG00000031897",19171,"Psmb10","protein_coding","8",106662367,106665076,-1,"proteasome (prosome, macropain) subunit, beta type 10 [Source:MGI Symbol;Acc:MGI:1096380]"
"3122","ENSMUSG00000060450",56736,"Rnf14","protein_coding","18",38417590,38450902,1,"ring finger protein 14 [Source:MGI Symbol;Acc:MGI:1929668]"
"3123","ENSMUSG00000021345",19112,"Prl8a6","protein_coding","13",27616664,27622671,-1,"prolactin family 8, subfamily a, member 6 [Source:MGI Symbol;Acc:MGI:1332225]"
"3124","ENSMUSG00000046722",57912,"Cdc42se1","protein_coding","3",95136043,95143720,1,"CDC42 small effector 1 [Source:MGI Symbol;Acc:MGI:1889510]"
"3125","ENSMUSG00000024338",NA,"Psmb8","protein_coding","17",34416695,34420428,1,"proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7) [Source:MGI Symbol;Acc:MGI:1346527]"
"3126","ENSMUSG00000035107",73379,"Dcbld2","protein_coding","16",58228806,58290090,1,"discoidin, CUB and LCCL domain containing 2 [Source:MGI Symbol;Acc:MGI:1920629]"
"3127","ENSMUSG00000035237",16816,"Lcat","protein_coding","8",106666183,106670014,-1,"lecithin cholesterol acyltransferase [Source:MGI Symbol;Acc:MGI:96755]"
"3128","ENSMUSG00000047216",227485,"Cdh19","protein_coding","1",110816056,110905314,-1,"cadherin 19, type 2 [Source:MGI Symbol;Acc:MGI:3588198]"
"3129","ENSMUSG00000022603",69439,"Mroh4","protein_coding","15",74477878,74508202,-1,"maestro heat-like repeat family member 4 [Source:MGI Symbol;Acc:MGI:1916689]"
"3130","ENSMUSG00000071064",622675,"Zfp827","protein_coding","8",79755066,79920395,1,"zinc finger protein 827 [Source:MGI Symbol;Acc:MGI:2444807]"
"3131","ENSMUSG00000033436",67416,"Armcx2","protein_coding","X",133704894,133709970,-1,"armadillo repeat containing, X-linked 2 [Source:MGI Symbol;Acc:MGI:1914666]"
"3132","ENSMUSG00000068860",229588,"Gm128","protein_coding","3",95144231,95148909,-1,"predicted gene 128 [Source:MGI Symbol;Acc:MGI:2684974]"
"3133","ENSMUSG00000037946",30938,"Fgd3","protein_coding","13",49415030,49473787,-1,"FYVE, RhoGEF and PH domain containing 3 [Source:MGI Symbol;Acc:MGI:1353657]"
"3134","ENSMUSG00000024339",21355,"Tap2","protein_coding","17",34422501,34435295,1,"transporter 2, ATP-binding cassette, sub-family B (MDR/TAP) [Source:MGI Symbol;Acc:MGI:98484]"
"3135","ENSMUSG00000039234",69608,"Sec24d","protein_coding","3",123061104,123159290,1,"Sec24 related gene family, member D (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1916858]"
"3136","ENSMUSG00000022096",15460,"Hr","protein_coding","14",70789652,70810988,1,"lysine demethylase and nuclear receptor corepressor [Source:MGI Symbol;Acc:MGI:96223]"
"3137","ENSMUSG00000002997",19088,"Prkar2b","protein_coding","12",32008475,32111295,-1,"protein kinase, cAMP dependent regulatory, type II beta [Source:MGI Symbol;Acc:MGI:97760]"
"3138","ENSMUSG00000004360",212448,"9330159F19Rik","protein_coding","10",29087602,29106775,1,"RIKEN cDNA 9330159F19 gene [Source:MGI Symbol;Acc:MGI:3036239]"
"3139","ENSMUSG00000079343",317677,"C1s2","protein_coding","6",124601584,124613044,-1,"complement component 1, s subcomponent 2 [Source:MGI Symbol;Acc:MGI:3644269]"
"3140","ENSMUSG00000022898",13185,"Vps26c","protein_coding","16",94298642,94327689,-1,"VPS26 endosomal protein sorting factor C [Source:MGI Symbol;Acc:MGI:1206040]"
"3141","ENSMUSG00000024829",353242,"Mrpl21","protein_coding","19",3332901,3342837,1,"mitochondrial ribosomal protein L21 [Source:MGI Symbol;Acc:MGI:2660674]"
"3142","ENSMUSG00000038702",319901,"Dsel","protein_coding","1",111786432,111792648,-1,"dermatan sulfate epimerase-like [Source:MGI Symbol;Acc:MGI:2442948]"
"3143","ENSMUSG00000020075",56200,"Ddx21","protein_coding","10",62416030,62438060,-1,"DExD box helicase 21 [Source:MGI Symbol;Acc:MGI:1860494]"
"3144","ENSMUSG00000025823",12304,"Pdia4","protein_coding","6",47773075,47790364,-1,"protein disulfide isomerase associated 4 [Source:MGI Symbol;Acc:MGI:104864]"
"3145","ENSMUSG00000067194",66235,"Eif1ax","protein_coding","X",158155174,158172924,1,"eukaryotic translation initiation factor 1A, X-linked [Source:MGI Symbol;Acc:MGI:1913485]"
"3146","ENSMUSG00000022897",13548,"Dyrk1a","protein_coding","16",94370869,94496376,1,"dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a [Source:MGI Symbol;Acc:MGI:1330299]"
"3147","ENSMUSG00000022602",11838,"Arc","protein_coding","15",74540932,74544419,-1,"activity regulated cytoskeletal-associated protein [Source:MGI Symbol;Acc:MGI:88067]"
"3148","ENSMUSG00000024137",13560,"E4f1","protein_coding","17",24662752,24689287,-1,"E4F transcription factor 1 [Source:MGI Symbol;Acc:MGI:109530]"
"3149","ENSMUSG00000046380",16469,"Jrk","protein_coding","15",74574150,74581384,-1,"jerky [Source:MGI Symbol;Acc:MGI:106214]"
"3150","ENSMUSG00000031682",67687,"1700011L22Rik","protein_coding","8",79937060,79975199,-1,"RIKEN cDNA 1700011L22 gene [Source:MGI Symbol;Acc:MGI:1914937]"
"3151","ENSMUSG00000024900",12894,"Cpt1a","protein_coding","19",3372334,3435733,1,"carnitine palmitoyltransferase 1a, liver [Source:MGI Symbol;Acc:MGI:1098296]"
"3152","ENSMUSG00000030086",66098,"Chchd6","protein_coding","6",89360128,89572634,-1,"coiled-coil-helix-coiled-coil-helix domain containing 6 [Source:MGI Symbol;Acc:MGI:1913348]"
"3153","ENSMUSG00000022598",72373,"Psca","protein_coding","15",74586688,74588918,1,"prostate stem cell antigen [Source:MGI Symbol;Acc:MGI:1919623]"
"3154","ENSMUSG00000021575",11624,"Ahrr","protein_coding","13",74359237,74440450,-1,"aryl-hydrocarbon receptor repressor [Source:MGI Symbol;Acc:MGI:1333776]"
"3155","ENSMUSG00000033021",69080,"Gmppa","protein_coding","1",75412574,75419823,1,"GDP-mannose pyrophosphorylase A [Source:MGI Symbol;Acc:MGI:1916330]"
"3156","ENSMUSG00000037022",109136,"Mmaa","protein_coding","8",79990227,80021566,-1,"methylmalonic aciduria (cobalamin deficiency) type A [Source:MGI Symbol;Acc:MGI:1923805]"
"3157","ENSMUSG00000045211",213484,"Nudt18","protein_coding","14",70815077,70820128,1,"nudix (nucleoside diphosphate linked moiety X)-type motif 18 [Source:MGI Symbol;Acc:MGI:2385853]"
"3158","ENSMUSG00000056665",223626,"Them6","protein_coding","15",74593053,74596488,1,"thioesterase superfamily member 6 [Source:MGI Symbol;Acc:MGI:1925301]"
"3159","ENSMUSG00000021176",78767,"Efcab11","protein_coding","12",99659304,99850698,-1,"EF-hand calcium binding domain 11 [Source:MGI Symbol;Acc:MGI:1926017]"
"3160","ENSMUSG00000038975",19352,"Rabggtb","protein_coding","3",153612924,153618646,-1,"Rab geranylgeranyl transferase, b subunit [Source:MGI Symbol;Acc:MGI:99537]"
"3161","ENSMUSG00000022596",57277,"Slurp1","protein_coding","15",74596167,74599883,-1,"secreted Ly6/Plaur domain containing 1 [Source:MGI Symbol;Acc:MGI:1930923]"
"3162","ENSMUSG00000021917",69019,"Spcs1","protein_coding","14",30721783,30723629,-1,"signal peptidase complex subunit 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1916269]"
"3163","ENSMUSG00000022595",68311,"Lypd2","protein_coding","15",74604096,74606178,-1,"Ly6/Plaur domain containing 2 [Source:MGI Symbol;Acc:MGI:1915561]"
"3164","ENSMUSG00000035529",72843,"Prdm4","protein_coding","10",85727830,85753006,-1,"PR domain containing 4 [Source:MGI Symbol;Acc:MGI:1920093]"
"3165","ENSMUSG00000031393",17257,"Mecp2","protein_coding","X",73070198,73178969,-1,"methyl CpG binding protein 2 [Source:MGI Symbol;Acc:MGI:99918]"
"3166","ENSMUSG00000031639",142980,"Tlr3","protein_coding","8",45848702,45864117,-1,"toll-like receptor 3 [Source:MGI Symbol;Acc:MGI:2156367]"
"3167","ENSMUSG00000075605",69462,"Slurp2","protein_coding","15",74614613,74618542,-1,"secreted Ly6/Plaur domain containing 2 [Source:MGI Symbol;Acc:MGI:1916712]"
"3168","ENSMUSG00000022255",67154,"Mtdh","protein_coding","15",34082840,34145770,1,"metadherin [Source:MGI Symbol;Acc:MGI:1914404]"
"3169","ENSMUSG00000004270",14792,"Lpcat3","protein_coding","6",124639990,124681381,1,"lysophosphatidylcholine acyltransferase 3 [Source:MGI Symbol;Acc:MGI:1315211]"
"3170","ENSMUSG00000022095",239170,"Fam160b2","protein_coding","14",70820736,70837275,-1,"family with sequence similarity 160, member B2 [Source:MGI Symbol;Acc:MGI:3036290]"
"3171","ENSMUSG00000056553",19276,"Ptprn2","protein_coding","12",116449340,117240469,1,"protein tyrosine phosphatase, receptor type, N polypeptide 2 [Source:MGI Symbol;Acc:MGI:107418]"
"3172","ENSMUSG00000034751",328329,"Mast4","protein_coding","13",102868994,103471005,-1,"microtubule associated serine/threonine kinase family member 4 [Source:MGI Symbol;Acc:MGI:1918885]"
"3173","ENSMUSG00000022747",54613,"St3gal6","protein_coding","16",58288488,58344606,-1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6 [Source:MGI Symbol;Acc:MGI:1888707]"
"3174","ENSMUSG00000051499",330301,"Zfp786","protein_coding","6",47796200,47807801,-1,"zinc finger protein 786 [Source:MGI Symbol;Acc:MGI:3026883]"
"3175","ENSMUSG00000031394",14539,"Opn1mw","protein_coding","X",73171070,73194366,1,"opsin 1 (cone pigments), medium-wave-sensitive (color blindness, deutan) [Source:MGI Symbol;Acc:MGI:1097692]"
"3176","ENSMUSG00000052102",26384,"Gnpda1","protein_coding","18",38460588,38472056,-1,"glucosamine-6-phosphate deaminase 1 [Source:MGI Symbol;Acc:MGI:1347054]"
"3177","ENSMUSG00000004268",14791,"Emg1","protein_coding","6",124681048,124689141,-1,"EMG1 N1-specific pseudouridine methyltransferase [Source:MGI Symbol;Acc:MGI:1315195]"
"3178","ENSMUSG00000021843",16709,"Ktn1","protein_coding","14",47885905,47977351,1,"kinectin 1 [Source:MGI Symbol;Acc:MGI:109153]"
"3179","ENSMUSG00000041180",226098,"Hectd2","protein_coding","19",36532039,36598535,1,"HECT domain E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:2442663]"
"3180","ENSMUSG00000085111",67341,"Ascl4","protein_coding","10",85763545,85782070,1,"achaete-scute family bHLH transcription factor 4 [Source:MGI Symbol;Acc:MGI:1914591]"
"3181","ENSMUSG00000031681",17125,"Smad1","protein_coding","8",80065024,80126147,-1,"SMAD family member 1 [Source:MGI Symbol;Acc:MGI:109452]"
"3182","ENSMUSG00000020076",94213,"Ddx50","protein_coding","10",62451674,62486997,-1,"DExD box helicase 50 [Source:MGI Symbol;Acc:MGI:2182303]"
"3183","ENSMUSG00000062519",272347,"Zfp398","protein_coding","6",47812595,47850471,1,"zinc finger protein 398 [Source:MGI Symbol;Acc:MGI:1917856]"
"3184","ENSMUSG00000043445",67078,"Pgp","protein_coding","17",24689366,24692084,1,"phosphoglycolate phosphatase [Source:MGI Symbol;Acc:MGI:1914328]"
"3185","ENSMUSG00000062564",385380,"Tex28","protein_coding","X",73194550,73211444,-1,"testis expressed 28 [Source:MGI Symbol;Acc:MGI:2686384]"
"3186","ENSMUSG00000041538",15002,"H2-Ob","protein_coding","17",34457877,34473388,1,"histocompatibility 2, O region beta locus [Source:MGI Symbol;Acc:MGI:95925]"
"3187","ENSMUSG00000024425",65113,"Ndfip1","protein_coding","18",38543449,38598356,1,"Nedd4 family interacting protein 1 [Source:MGI Symbol;Acc:MGI:1929601]"
"3188","ENSMUSG00000031397",83553,"Tktl1","protein_coding","X",73220865,73252106,1,"transketolase-like 1 [Source:MGI Symbol;Acc:MGI:1933244]"
"3189","ENSMUSG00000025821",101095,"Zfp282","protein_coding","6",47854138,47885419,1,"zinc finger protein 282 [Source:MGI Symbol;Acc:MGI:2141413]"
"3190","ENSMUSG00000075002",328695,"Ftdc1","protein_coding","16",58434038,58437341,-1,"ferritin domain containing 1 [Source:MGI Symbol;Acc:MGI:2685659]"
"3191","ENSMUSG00000031441",50770,"Atp11a","protein_coding","8",12807014,12918728,1,"ATPase, class VI, type 11A [Source:MGI Symbol;Acc:MGI:1354735]"
"3192","ENSMUSG00000055214",319455,"Pld5","protein_coding","1",175789872,176102878,-1,"phospholipase D family, member 5 [Source:MGI Symbol;Acc:MGI:2442056]"
"3193","ENSMUSG00000020573",30955,"Pik3cg","protein_coding","12",32223472,32258658,-1,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma [Source:MGI Symbol;Acc:MGI:1353576]"
"3194","ENSMUSG00000055789",NA,"Ftdc2","protein_coding","16",58455530,58459102,-1,"ferritin domain containing 2 [Source:MGI Symbol;Acc:MGI:3045360]"
"3195","ENSMUSG00000001783",28088,"Rtcb","protein_coding","10",85774501,85793687,-1,"RNA 2',3'-cyclic phosphate and 5'-OH ligase [Source:MGI Symbol;Acc:MGI:106379]"
"3196","ENSMUSG00000041020",78283,"Map7d2","protein_coding","X",158197568,158281753,1,"MAP7 domain containing 2 [Source:MGI Symbol;Acc:MGI:1917474]"
"3197","ENSMUSG00000033767",229473,"Tmem131l","protein_coding","3",83804962,83947482,-1,"transmembrane 131 like [Source:MGI Symbol;Acc:MGI:2443399]"
"3198","ENSMUSG00000043301",16522,"Kcnj6","protein_coding","16",94549495,94798560,-1,"potassium inwardly-rectifying channel, subfamily J, member 6 [Source:MGI Symbol;Acc:MGI:104781]"
"3199","ENSMUSG00000052337",76614,"Immt","protein_coding","6",71808315,71854372,1,"inner membrane protein, mitochondrial [Source:MGI Symbol;Acc:MGI:1923864]"
"3200","ENSMUSG00000073421",14961,"H2-Ab1","protein_coding","17",34476663,34488393,1,"histocompatibility 2, class II antigen A, beta 1 [Source:MGI Symbol;Acc:MGI:103070]"
"3201","ENSMUSG00000024427",24066,"Spry4","protein_coding","18",38719300,38734468,-1,"sprouty RTK signaling antagonist 4 [Source:MGI Symbol;Acc:MGI:1345144]"
"3202","ENSMUSG00000022594",23936,"Lynx1","protein_coding","15",74619701,74624895,-1,"Ly6/neurotoxin 1 [Source:MGI Symbol;Acc:MGI:1345180]"
"3203","ENSMUSG00000118193",NA,"Arhgap26","protein_coding","18",38809771,39243587,1,"Rho GTPase activating protein 26 [Source:MGI Symbol;Acc:MGI:1918552]"
"3204","ENSMUSG00000034634",17068,"Ly6d","protein_coding","15",74633905,74635469,-1,"lymphocyte antigen 6 complex, locus D [Source:MGI Symbol;Acc:MGI:96881]"
"3205","ENSMUSG00000019883",52665,"Echdc1","protein_coding","10",29189162,29223465,1,"enoyl Coenzyme A hydratase domain containing 1 [Source:MGI Symbol;Acc:MGI:1277169]"
"3206","ENSMUSG00000101026",78725,"Ly6g6g","protein_coding","15",74642757,74650708,-1,"lymphocyte antigen 6 complex, locus G6G [Source:MGI Symbol;Acc:MGI:1925975]"
"3207","ENSMUSG00000022742",12892,"Cpox","protein_coding","16",58490655,58537999,1,"coproporphyrinogen oxidase [Source:MGI Symbol;Acc:MGI:104841]"
"3208","ENSMUSG00000036585",14164,"Fgf1","protein_coding","18",38971726,39062525,-1,"fibroblast growth factor 1 [Source:MGI Symbol;Acc:MGI:95515]"
"3209","ENSMUSG00000022257",114128,"Laptm4b","protein_coding","15",34238174,34284448,1,"lysosomal-associated protein transmembrane 4B [Source:MGI Symbol;Acc:MGI:1890494]"
"3210","ENSMUSG00000078184",NA,"Rbm8a2","protein_coding","1",175805343,175806680,-1,"RNA binding motif protein 8A2 [Source:MGI Symbol;Acc:MGI:3612447]"
"3211","ENSMUSG00000021177",104884,"Tdp1","protein_coding","12",99850776,99921478,1,"tyrosyl-DNA phosphodiesterase 1 [Source:MGI Symbol;Acc:MGI:1920036]"
"3212","ENSMUSG00000047293",71223,"Gpr15","protein_coding","16",58537796,58539433,-1,"G protein-coupled receptor 15 [Source:MGI Symbol;Acc:MGI:1918473]"
"3213","ENSMUSG00000022744",224250,"Cldnd1","protein_coding","16",58548273,58554614,1,"claudin domain containing 1 [Source:MGI Symbol;Acc:MGI:2447860]"
"3214","ENSMUSG00000001228",18140,"Uhrf1","protein_coding","17",56610321,56630486,1,"ubiquitin-like, containing PHD and RING finger domains, 1 [Source:MGI Symbol;Acc:MGI:1338889]"
"3215","ENSMUSG00000044678",76486,"Ly6k","protein_coding","15",74668723,74671835,-1,"lymphocyte antigen 6 complex, locus K [Source:MGI Symbol;Acc:MGI:1923736]"
"3216","ENSMUSG00000033007",241118,"Asic4","protein_coding","1",75427080,75450987,1,"acid-sensing (proton-gated) ion channel family member 4 [Source:MGI Symbol;Acc:MGI:2652846]"
"3217","ENSMUSG00000068349",625599,"Gml","protein_coding","15",74685301,74690664,-1,"glycosylphosphatidylinositol anchored molecule like [Source:MGI Symbol;Acc:MGI:3644767]"
"3218","ENSMUSG00000036452",71302,"Arhgap26","protein_coding","18",39126198,39509337,1,"Rho GTPase activating protein 26 [Source:MGI Symbol;Acc:MGI:1918552]"
"3219","ENSMUSG00000068600",15202,"Gml2","protein_coding","15",74690920,74706720,1,"glycosylphosphatidylinositol anchored molecule like 2 [Source:MGI Symbol;Acc:MGI:1341831]"
